,post_id,post_text,time,reaction_count,comments,shares,post_url,page_url,like,love,haha,wow,care,angry,sad,images_cnt
0,590249959232857,למה עלות השחר ולא נוטלה,2022-08-05 18:12:48,2125,207,33,https://facebook.com/hapshuta/posts/590249959232857,https://m.facebook.com/hapshuta/,1579,5,537,1,3,0,0,0
1,590235055901014,תמונה ראשונה של זאק אפרון בישראל שצולמה בעיר נתיבות,2022-08-05 17:58:00,2501,155,6,https://facebook.com/hapshuta/posts/590235055901014,https://m.facebook.com/hapshuta/,1540,11,941,3,6,0,0,1
2,590218029236050,ממים של הכוכב הבא בשורות טובות,2022-08-05 17:34:23,240,7,1,https://facebook.com/hapshuta/posts/590218029236050,https://m.facebook.com/hapshuta/,191,1,48,0,0,0,0,8
3,590058092585377,כבר שבע שנים אני אומרת שמתישהו אני אראה פאודה,2022-08-05 14:09:56,2209,210,16,https://facebook.com/hapshuta/posts/590058092585377,https://m.facebook.com/hapshuta/,1918,3,281,3,3,1,0,0
4,589994405925079,אני יוצאת מתחנת המשטרה אחרי שהגשתי דיווח על היעדרותו של הבן שלי זאק אפרון וביקשתי לעדכן אותי בהקדם,2022-08-05 12:46:57,1646,73,3,https://facebook.com/hapshuta/posts/589994405925079,https://m.facebook.com/hapshuta/,1137,3,505,1,0,0,0,1
5,589976552593531,"באיחור של עשור התחלתי לצפות במה שקורה באילת VIP
למדתי משרית חדד המלכה שעדיף מאוחר מאשר לעולם לא
ומה רבו מעשיך זה הדבר הכי יפה שקרה לי בחיים
הטראש הכי מקסים וזול ומיושן ומקרינג׳ ונוראי שראיתי לא יכולתי לבקש יותר
האם ככה יסתכלו עלינו בעוד עשור?? מקווה שכן
רוח התקופה 2013 אני אישית השקעתי בבגרויות בלשון ובהיסטוריה א׳ בגדכפת ראש מילה פיעל פועל והתפעל דגש בע׳ חוק ברזל הגורמים לצמיחת ומאפייני הלאומיות
שני יצהרי אל תיעלבי אבל לא הכרתי את השיר שלך י׳בינתי עכשיו השלמתי את החור בהשכלה שיר נדיר עשיתי הגדר כצלצול
ואת מראשון לציון אין על ראשון לציון
האם פישי הגדול הוא בעצם טונה המקורי? עושה רושם של בן אדם נורמלי אבל רגע אני רק בפרק הבכורה
יש גם את גילי מוסינזון לפני כל הטרילילי טרללה
אני רוצה להיות בסטי של תירס סקסואל אנשים חמודים אבל גם מוזרים מאוד
למה הוא צורח למיקרופון מי זה הבחור הסקסי הזה מה יש לך
סורי יכולה להבין את האנשים שיצאו החוצה
עד עכשיו לא הצלחתי להיזכר באיזו עונה של כוכב נולד היה לירון רמתי
שתי הזהויות שלי הן אוזי ואביבית בר זוהר
מחד גיסא אוזי ילדת סנטר גותית אפלה עיפרון שחור טים אדוארד
מחד גיסא אביבית בר זוהר בראצית מאני מן דיאמונדס דיווה
כלומר אני תלוי באיזה יום
ליהיא גרינר היא עדיין הדבר הכי טוב שריאליטי יכול לבקש נקודה
מי עוד בפרק אחד תשיר על שני ״חאליק עם הבכי י׳בילתי״ תכריז ש״כולם עושים פיפי בבריכה״ ותחולל דרמה בסיור הביטחוני של פארס כי לאביבית סוחבים את המזוודה ולה לא
התוכנית צולמה שנה אחרי החתונה האייקונית של ליהיא והיום כולם יודעים שליהיא צדקה היא בכוונה השיקה אצלה בחתונה חבר חדש
אני נכנסת אל מסע והוא מרגש אותי
אעדכן
בשורות טובות",2022-08-05 12:10:21,1249,413,5,https://facebook.com/hapshuta/posts/589976552593531,https://m.facebook.com/hapshuta/,1001,15,231,0,2,0,0,0
6,589705689287284,פגשתי עכשיו את זאק אפרון ואז התעוררתי ובדרך לשירותים קיבלתי 2 סימנים כחולים חמישי שמח גם לכם,2022-08-05 01:54:28,1438,42,1,https://facebook.com/hapshuta/posts/589705689287284,https://m.facebook.com/hapshuta/,1226,1,211,0,0,0,0,0
7,589658642625322,"יש לי סלט ניסואז בראש
יותר מדי קווי עלילה בפרק אחד וכבר אין טובים ורעים מובהקים איך אפשר לעבוד ככה
אין סיכוי שטליה שכולה תכלת לא מושלמת לא הגיוני ההסבר היחיד העריכה מגמתית והשופט זבל
אני לא צופה בערוץ 26 יש גבול גם לחוסר חיים אבל ראיתי במרשתת הרבה רגעים בלי שמות ששרין אופק ודינה עוקצים את טליה ובפרק אין זכר
רשת 13 אני מכריזה בזאת אתם מרגיזים אותי
אני רב סמלת בצבא האמת של טליה אני לא קונה את הטריקים העריכתיים שלכם
בלי קשר אם מר בחור היה אומר לי האקסית שלי יפה ממך פי ארבע היה מקבל כפכף לאף יאללה פה ג׳ורה
סורי לא מאמינה למילה של אופק יגיד לי בוקר טוב אני אצא לוודא שהשמש זורחת
במעבר חד אתם הייתם מאמינים אם לפני חודשיים היו מגלים לכם שתגידו על הדיירת ששרה ביץ׳ וואנה רייד ״פייי היא הכי נורמלית שם״??
אל תסתכלו בקנקן אלא על התפריט קינוחים
אילנה את הלב אני מאוהבת בך איזה ילד נסיך הכי מגיע לך בעולם
האח הגדול תכניס את הילד הביתה יא מניאק
מה קשור אליאב
לא התגעגעתי מה אני אשקר
עובדתית מאז שהלכת בר במגמת שיפור
יפה להגיד לה פגשתי את ההורים חיים שלמים ביחד
את החלק שהצהרת בכלי התקשורת ידידים פלוס פלוס שכחת לספר אה אדוני??
אבל נו לבריאות אתם נראים מאוהבים אם זה אמיתי אז קטונתי מאחלת לכם חוות רונית לא להזמין אותי מספיק חתונות לקיץ אחד
נ.ב: בשעה טובה דוד נושל מהמטבח
סליחה אני בעד מבוגרים והדרת פני קשיש קמה להם באוטובוס ברכות מעוצבות אבל יש צחוקים ויש חלאס
אי אפשר להכין תערובות מהאוכל של כולם ועוד להשאיר את המטבח חארבו דארבו
לא להתייפייף לי האודישנים למאסטר שף זה בצד השני
ברור לי שהכוונה טובה אבל הדרך לגיהינום רצופה בעריכה מגמתית ויש גבול לכל תעלול
הגיע הזמן למצוא תחביב חדש ממליצה על סריגה
נ.ב 2: חוץ מריוואה שרוב הזמן כפרה עליה אני מיציתי את הקבינט הרכלני
אנשים טובים בבסיסם אבל עלה להם מרשים לעצמם יותר מדי
דינה אישה חזקה סיפור חיים מרגש להדליק משואה אבל בואי נרד לשחף הגב
קאזם פשוט התנהגות לא תקינה לא ברור לי למה כולם בעדו אני תמיד בעד ההומואים ואם אני לא בעד הומו יש בעיה מ.ש.ל
ושרין שומעת הבנתי לא בא לך לצאת ילדותית ומגוחכת אבל הרכבת הזו כבר יצאה
אני מבינה בא לך שחף ולא בא לך משה ולא נעים לך אבל לא נעים מת
משה מרבון לא יודע איפה לקבור את עצמו עצמו ושחף מה חטא זכותו לא לרצות אותך זכות דמוקרטית
הגיע הזמן להתאפס יפה שלי יש הרבה דגים בים ורובם כשרים
נ.ב 3: למה לעשות פריז כשהכיור פתוח אין לנו מים לבזבז
נ.ב 4: יפה מאוד שביטלו את הפרק בתשעה באב שלא תהיה בטעות שנאת חינם
נ.ב 5: מסתבר שיש ליה בבית למה לא סיפרתם
נ.ב 6: באיזה אמירות סקסיסטיות מדובר למה לא מראים לי אותן בפריים טיים
נ.ב 7: תצביעו למיסטר שחף דחוף
בשורות טובות",2022-08-05 00:06:44,2386,282,8,https://facebook.com/hapshuta/posts/589658642625322,https://m.facebook.com/hapshuta/,2043,36,300,1,5,0,1,0
8,589565619301291,"ממים מהפרק האחרון של האח הגדול
בשורות טובות",2022-08-04 21:14:08,1607,214,84,https://facebook.com/hapshuta/posts/589565619301291,https://m.facebook.com/hapshuta/,1124,9,472,0,2,0,0,8
9,589503642640822,"אף אחד:
הפרופילים הפיקטיביים של חמאס:",2022-08-04 19:21:47,2837,69,11,https://facebook.com/hapshuta/posts/589503642640822,https://m.facebook.com/hapshuta/,1929,6,899,1,2,0,0,1
10,589321605992359,אני יוצאת לחפש את זאק אפרון בתל אביב ומבטיחה לעדכן כי we’re all in this together,2022-08-04 13:59:27,5800,934,25,https://facebook.com/hapshuta/posts/589321605992359,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,4590,19,1187,4,0,0,0,1
11,589304389327414,"״היום מצטרף אלינו עובד חדש, תעשו לו קבלת פנים״
אני העובדת הותיקה:",2022-08-04 13:29:35,1734,845,19,https://facebook.com/hapshuta/posts/589304389327414,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,1232,6,493,2,0,1,0,0
12,589208186003701,"בוקר טוב עם ישראל זאק אפרון מתהלך בינינו אני מחרחרת
אתמול פורסמה כתבה אמבר הרד בישראל
אם נכנסים לכתבה צריך ללחוץ מופיעה השורה
״לוואלה! סלבס נודע כי השחקן החתיך זאק אפרון נמצא גם הוא בביקור בישראל, וחדי העין מביניכם יצליחו להבחין בו ברחובות תל אביב״
תגובתי הראשונה הייתה מהאעדעגחכנכנכחכלגמצחגמ
תגובתי השנייה הייתה וואלה! סלבס אם נודע לכם אז למה לא נודע לי?
ככה מתנהגת עיתונות כלב השמירה של הדמוקרטיה??
זאק אפרון במרחק רב קו ממני ואתם מבלבלים לי את המוח על אמבר הרד???
זאק ממי אני בחדר קריוקי ביקשתי מהם להכין לנו את סטארט אוף סאמט׳ינג יו שלחתי לך נ״צ באינסטגרם
בשורות טובות",2022-08-04 10:19:11,5534,1500,16,https://facebook.com/hapshuta/posts/589208186003701,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,4534,51,904,40,5,0,0,1
13,588969829360870,אין לי מספיק יח״ל במתמטיקה כדי להבין את הרפורמה ברב קו,2022-08-04 01:03:34,3290,250,21,https://facebook.com/hapshuta/posts/588969829360870,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,2677,3,608,0,0,0,2,0
14,588941039363749,"איזה פרק יפה ובפרק אני מתכוונת למרגי
כן רשת די ריבים תנו לי מרגי
בעצם אני כן רוצה ריבים אבל יותר מרגי
איזה נסיך פופ ארבעת המינים הוא אתרוג
בחלומי מרגי שר ״למה הם קוראים לך טליה שכולה תכלת?״
אהבתי מאוד את משימת הפריז משימה על שם האקס שלי איש קר וגם התעלמות זה הקטע שלו ודרך אגב גם שפן
לא הבנתי למה אליאב נכנס עם ילד בר מצווה אמרו אם אין טליה שתפריד בינו לבין בר תהיה טלית
אמאל׳ה התנפץ לי הלב כשסבתא של דניאל חיכתה וחיכתה והבחור לא בא
לא הערכתי את ההחלטה לרגע להפך רק הוכיח לי שהוא שחקן ואכפת לו מה חושבים
זו סבתא שלך ילדה את אמא שלך תשעה חודשים סחבה אותה הביאה לך בשושו 50 שקל אבל אל תספר אירחה בשישי שלחה לך ברכות מעוצבות של שבת שלום עם אנימציה של נרות ופרחים באה במיוחד עם מקל
לך תגיד לה שלום יא חצוף
שום כל הכבוד ושום מנהיג לא יהיה פה לך מיד תעשה איחוד משפחות
אהבתי מאוד את הגרסה התימנית של האנה מונטנה חנה מנחגנה
אם היו מביאים עליי טרנטולה הייתי שוברת לו את הפרצוף אם יש זמן מוצדק לשבור ואזה זה הזמן
אמרתי ואגיד שוב לא יכולה עם קאזם
חמוד והומו ואני תמיד בעד ההומואים אבל מרשה לעצמו יותר מדי
לשבור משימה על טיפול פנים?? לא משעשע אותי
האגודה למען הלהט״ב אודה לגינוי
ועוד צועק על דנה פרחה וחדשה שים ברקס אתה מתבלבל
דנה אני עדיין לא בעדך אין ברכה ברצון לגזול בני זוג חוץ מהארי סטיילס ואוליביה ויילד זה אני יכולה להבין
מזל שהיה דרור להרגיע אותו מסתבר שצריך רק גבר אלפא מקועקע עם טון סמכותי אהבתי אפקט דרור התחברתי לקונספט סליחה נסחפתי
שחף הכעס שלך מוצדק אבל תכיל אין לי כוח לעוד פרשת קציצות אני גם ככה מוצפת רגשית השבוע
נ.ב: מה יש לדיירי האח הגדול עם במבה קודם ביצים שלי שים לי במבה עכשיו במבה אדומה
אם הם על סמים זה מסביר את הרצון העז לבמבה והאמת עוד הרבה מאוד דברים לגבי העונה הזו
נ.ב 2: שרין לולה אני באופן כללי מחבבת אותך איחלתי לך זיווג הגון לא משה אמרתי הגון
ומה שתבחרי אני תומכת גם אם בא לך להתפשר וגם אם בא לך סטנדרטים אבל מה קורה לולה?
האם אולי שואלת בלי נימוס קצת עלה לנו?
למה צעקות על הבוקר? מילא על דיירים שהם לא טליה אבל על טליה? נא לפרסס
נ.ב 3: הליכה מתנשאת באמת שורפת יותר קלוריות מהליכה רגילה סטרייטים תדעו רובכם הולכים לאט
נ.ב 4: דוד אני מבקשת להפנים אנחנו לא במאסטר שף די לבשל עיסות
מרבונים רעבים אין להם פרודוקטים אתה לא דניאל עמית אדוני
נ.ב 5: מתה על העובדה ששחף ומשה באותה המיטה בסוף הם יהיו זוג זה הטוויסט בעלילה שמגיע לכולנו
נ.ב 6: אופק מתנשא? אופק שלנו? מאיפה דרור הגיע לקביעה המופרכת הזו?
נ.ב 7: אשמח לפרק שלם שרואים בו רק את הפרצופים של מרינה בזמן משימת הפריז
בשורות טובות",2022-08-04 00:00:25,3153,362,8,https://facebook.com/hapshuta/posts/588941039363749,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,2441,25,683,2,2,0,0,1
15,588903042700882,האנה מונטנה הגרסה התימנית,2022-08-03 22:46:01,4571,256,22,https://facebook.com/hapshuta/posts/588903042700882,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,3166,8,1386,5,5,0,1,1
16,588850019372851,"אני מגיעה למשמרת ומשדרת עסקים כרגיל למרות שאני על 4 שעות שינה, 3 כוסות קפה והגוף שלי באופן כללי החליט להתפרק",2022-08-03 21:39:59,3945,895,89,https://facebook.com/hapshuta/posts/588850019372851,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,3205,19,719,1,1,0,0,1
17,588735269384326,"היום יום הולדת לטליה שכולה תכלת
מה מאחלים לטליה שיש לה הכול?
לחיים לממון ושנה הבאה במירוץ למיליון
כמה עובדות שלא ידעתם על טליה עובדיה:
*השיר ״חומות חימר״ של מרגלית צנעני הידועה כמרגול נכתב על סיפורה בבית האח הגדול, ובו היא ביקרה את היחס כלפיה וכתבה ״טליה דחויה, חרפת העדר״
*חברת דיפלומט תכננה לייקר את מחיר הטונה, אך לאחר שראתה כי טליה צרכנית קבועה, החליטה לבטל לאלתר את התייקרות המחירים
*כשניוטון צפה בטליה מפילה גזר על הרצפה הוא גילה את כוח המשיכה
*אם מחשבים בגימטריה ״טליה עובדיה״ זה שווה ערך ל״המנצחת הבלתי מעורערת בעונה הנוכחית של האח הגדול״
*הסביח של עובד קרוי על שם טליה עובדיה
*הפרופיל הכי גבוה בצה״ל הוא 97 מכיוון ששמרו את פרופיל 100 לטליה עובדיה
המון מזל טוב טליה אוהבים אותך",2022-08-03 20:08:27,4814,460,28,https://facebook.com/hapshuta/posts/588735269384326,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,3673,314,811,1,15,0,0,1
18,588627466061773,אני נכנסת למעבדה כדי לנסות למצוא את ההבדלים בין 32 התמונות של הבסטי ששאלה איזו מהן להעלות,2022-08-03 18:49:23,1833,775,14,https://facebook.com/hapshuta/posts/588627466061773,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,1453,4,376,0,0,0,0,1
19,588496802741506,"איכס שנאת חיי פוסטים רציניים אבל לפעמים אין ברירה
ראיתי את התגובות ברחבי הרשת להדחה של דיאן וכבר לא יכולתי להתעלם
בסוף הצפייה בדבר הזה וסיכומי הפרקים נועדו למטרה אחת שהיא פאן
ואני לא יודעת אני לא נהנית
אני אתחיל דווקא בלהגיד שאין לי כוונה להתייפייף
כשדיאן הייתה בבית, בפריים טיים, טוב מאוד שהצופים העבירו ביקורת על ההתנהגות שלה, כדי להבהיר איזה התנהגויות לא מקובל שיהיו על המסך
ברור לי שלא נעים לדיאן לקרוא את זה בדיעבד, אבל אהבה ושנאה זה חלק מהבחירה להציב את עצמך בפריים טיים
ועכשיו די, שחררו
היא הודחה, היא בחוץ, נגמר
אין סיבה לתת לה במה חיובית או שלילית ובטח שאין סיבה לאחל לה איחולים שמאחלים כשנוהגים
בשיא הכנות, שיהיו לה חיים מאושרים וטובים כאדם פרטי
בית עם גינה ובעל עם כרטיס סיבוס
ואם היא תיקח אחריות ותבקש סליחה (בעיקר מבר, קאזם, טליה ולירן), אז אולי גם כדמות ציבורית, אבל זה לא קורה ביומיים
ברור לי שהיא הייתה בסיר לחץ שהוציא ממנה את ההתנהגויות המזעזעות שראינו, ואני מקווה שהיא תצליח לצמוח מזה
וזה הפוסט האחרון בהחלט שלי שעוסק בה
בשורות טובות",2022-08-03 16:01:04,8928,602,34,https://facebook.com/hapshuta/posts/588496802741506,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRq5MSF20uZky8S5Ia7Xdu_Zd3eJQqLgPSPgQ_upisn4NEHE7Jde0JePL94ckE7zRpJxGf6_LpP9_juRVfmb8r16AmK95zcQaNnSAR8FRbr0wL1bIemcX4whKzw6CrEO0dtImuZULPepoa29OZhup6Lb3wlO9vP6bFpeV6LgmJQoWPfg9-e4AuDKDp79Gp2DZJ&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_18_EF,8710,168,28,1,13,6,2,1
20,588076742783512,כשאין לי כוח לקום להרוג את היתושה בחדר שלי אז אני מסכמת איתה בלב שאני לא הורגת אותה והיא לא תעקוץ אותי,2022-08-03 00:10:13,2037,137,26,https://facebook.com/hapshuta/posts/588076742783512,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,1575,3,456,1,1,0,1,1
21,588065499451303,"אני: אני הולכת לישון כבר 23:48
הדר מוכתר: בלונדון רק 21:48",2022-08-02 23:48:29,1906,140,6,https://facebook.com/hapshuta/posts/588065499451303,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,1567,2,336,0,0,0,1,0
22,587992819458571,הצילו,2022-08-02 21:13:29,3162,579,35,https://facebook.com/hapshuta/posts/587992819458571,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,2407,4,700,3,3,0,45,1
23,587964632794723,אני קמה באמצע טיסת לילה כדי לאכול ג׳חנון ולחזור לישון,2022-08-02 20:19:47,1943,314,7,https://facebook.com/hapshuta/posts/587964632794723,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,1576,6,359,1,1,0,0,1
24,587659666158553,"צפיתי במפגש הזוגות המורחב של חתונהמי
היה משעמם כמו בדיקת אף אוזן גרון
אבל ניצן עדיין מושלמת
ולפחות יצאו כמה ממים
בשורות טובות",2022-08-02 11:19:55,4342,461,51,https://facebook.com/hapshuta/posts/587659666158553,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,3420,34,881,3,4,0,0,8
25,587585966165923,אני ברכבת נפגעת מהאיש הזר שכנראה שונא אותי כי הוא בחר לשבת ליד מישהי אחרת ולא לידי למרות שבא לי לשבת לבד,2022-08-02 08:33:56,4629,174,22,https://facebook.com/hapshuta/posts/587585966165923,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,3359,11,1255,0,1,0,3,1
26,587319916192528,בהצלחה לנכד של גברת ברכה ❤️,2022-08-01 22:33:11,3318,256,13,https://facebook.com/hapshuta/posts/587319916192528,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,2562,10,742,3,0,1,0,1
27,587298579527995,אני אחרי שראיתי H2O וטיפת מים נגעה בי,2022-08-01 21:58:50,2953,463,40,https://facebook.com/hapshuta/posts/587298579527995,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,2294,6,651,0,2,0,0,1
28,587262016198318,"ממים מהפרק של האח הגדול
בשורות טובות",2022-08-01 21:09:19,1986,153,124,https://facebook.com/hapshuta/posts/587262016198318,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRW4LJWBiVeGTfo7ghILvib6glpI-g_93pnF445JfffrVsgN8L-4krk4CFmqD-bAeojs4jwUJqLfnZzMnCgR97zKyeHb62P2T0yrlI_xDeD6LBXFqbIXbt9WttPMph7bpQB029vs80cnGpTr_54Yo0_dGJfPttoe2muvT5ljk4omuDTvuWUxDAjirNA_vM5cUl&start_time=-9223372036854775808&profile_id=100047435736395&replace_id=u_0_0_PF\,1460,9,513,1,3,0,0,8
