post_id,post_text,time,reaction_count,comments,shares,post_url,page_url,like,love,haha,wow,care,angry,sad,images_cnt
667131541436852,"""חשוב ליזכור אתם שווים רק אם יש הכלה הדדית""
-\-\ מישפט יפה של דוסטן ליקראת טו באב השבוע לא לשכוח",2022-08-09 12:34:19,85,4,0,https://facebook.com/HezyLaplacian/posts/667131541436852,https://m.facebook.com/HezyLaplacian/,78,4,3,0,0,0,0,0
665050884978251,"🚨🚨🚨
בשל המצב הבטחוני: צנזור יפתח את ערוץ ""האח על מלא"" בחינם בכל הארץ.
גם לסטודנט שיעלה על הדעת שלא ידע לחבר שברים.",2022-08-07 08:57:37,101,3,0,https://facebook.com/HezyLaplacian/posts/665050884978251,https://m.facebook.com/HezyLaplacian/,73,0,27,0,1,0,0,0
663262195157120,וואלה יא תייסיר איך נפלתה בשאלת פתיחה לתפקיד מהנדס HTML בחייאת תייסיר תגיד לי אמרתי לך אלף פעמים תיקרא מאמרים של הודים 500 שאלות ראיונות עבודה שמעתי נתנו לך קוד פן אמרו לך תעשה לי רשימה מקושרת פתחת כרום כתבת איימן עודה אחמד טיבי מאכזב מה אני יגיד לך בכול מיקרה תדע לך ישראל עברה ממוד אסינק אווייט בחזרה לתיכנות סינכרוני ניגמר הסרט שממתינים לטילים שלכם חוזרים למהדרין חוזרים לסי אל ברמג'ה אל איג'ראאיה מה שניקרא עוברים שורה שורה כמו מחורעים תאמין לי כותבים ככה מעבדים זה טוב גם לדאשבורד פיגועים המעפן שלך בריאקט ג'יי אס אללה יעזור לך,2022-08-05 19:13:28,62,5,0,https://facebook.com/HezyLaplacian/posts/663262195157120,https://m.facebook.com/HezyLaplacian/,42,0,20,0,0,0,0,1
663242181825788,"נמיות יקרות שוב מלחמה שוב בממד דבר תורה לשבת דברים ותשעה באב לזכר החורבן שיזכיר לנו אהבת חינם מהי שלח לי אורי מכלוף פרידמן ראש פיקוד העורף לשעתו
נמיות יקרות על מה חרב הבית? על שנאת חינם ומה גורם לשנאת חינם? כל הקונפלקטים שיש לנו ואנו לא מצליחים לישב אז בשביל אהבת חינם תזכרו מה שנאמר גיט פוש ויאללה רבועש ללמדנו שאנו צריכים לעשות את הפוש ברביעי כדי לנוח בשבת המלכה! שבת שלום אוהב דקל וקנין",2022-08-05 18:48:28,33,3,1,https://facebook.com/HezyLaplacian/posts/663242181825788,https://m.facebook.com/HezyLaplacian/,30,1,2,0,0,0,0,0
658104439006229,אלגוריתם חזק ביותר שמתי פרומפט מילה לא בשפת הקודש קיבלתי רק עובדות ועוגיות,2022-07-31 21:54:20,25,2,0,https://facebook.com/HezyLaplacian/posts/658104439006229,https://m.facebook.com/HezyLaplacian/,20,0,5,0,0,0,0,1
653374646145875,סרט חזק שמסביר מה זה ווב3 למי שעדיין לא היבין הונאה הכי גדולה מאז שנוטון גנב תחדוא,2022-07-27 20:58:28,23,0,0,https://facebook.com/HezyLaplacian/posts/653374646145875,https://m.facebook.com/HezyLaplacian/,18,0,5,0,0,0,0,0
652905056192834,"יפיופה, בואי אלי i
תני לי נשיקה על f תגיייים
יפיופה
בואי נגזור הלילה
פעמיים

ראיתי בעינייך פונקציה לא גזירה
הרגשתי את התדר שאחרי ההתמרה
מעל עיגול מעל טבעת
מפתחת את הטור
וזה למרות שאת יודעת
יש אי רציפות וזה אסור

יפיופה, בואי אל i
אולי את מתביישת לחשב גבול לסדרה
הקשיבי לליבך אל תכשלי באלגברה
תני לפתרונות לפרוח, תגזרי מצד לצד
לכסני אותי בכל הכוח
תשלימי אותי לאחד

יפיופה, בואי אל i…

מילים - לכל אפסילון קיימת דלתא prod by. Jenkins",2022-07-27 14:15:19,85,11,0,https://facebook.com/HezyLaplacian/posts/652905056192834,https://m.facebook.com/HezyLaplacian/,72,0,12,0,1,0,0,0
651716409645032,כאן חומדים,2022-07-26 19:06:24,96,3,0,https://facebook.com/HezyLaplacian/posts/651716409645032,https://m.facebook.com/HezyLaplacian/,64,0,32,0,0,0,0,1
651625702987436,"הלב ניקרע לרסיסים מרשומות היזכורים של עובדי סולוטו הי""ד בלינדין שנאמר אל מלא רחמים שוכן במגדלים המצא מישרה נכונה על כנפי הגיטהאב במעלות אפסטרים ואוריג'ין כזוהר הקומיט מתייגים את נישמת פול בן סטאק שהלך לדרכו בעבור שנדבו משכורת חודש אחד בעד הזכרת שמו לכן בעל הפוזישנים ישימהו בסתר מאגריו לעולמים ויצרור בצרור המיילים את כתובתו בונוסים היא נחלתו וינוח בשלום על משרדו ונאמר אמן",2022-07-26 17:36:51,166,9,1,https://facebook.com/HezyLaplacian/posts/651625702987436,https://m.facebook.com/HezyLaplacian/,127,0,33,0,1,0,5,0
651561342993872,"רכב קריפטו של אלון מאסק

שלח לי אור לי-במבוק נמיה ועץ",2022-07-26 16:31:01,52,1,0,https://facebook.com/HezyLaplacian/posts/651561342993872,https://m.facebook.com/HezyLaplacian/,50,0,2,0,0,0,0,1
650242616459078,"נא להיתנהג בהתאם שלח לי רס""ן לירן רינגל מרכז הצופן והבצה",2022-07-25 14:27:03,141,23,0,https://facebook.com/HezyLaplacian/posts/650242616459078,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,114,0,27,0,0,0,0,1
650230989793574,"בכל כיתה יש תאחד שהוא גם נמיה גם מביא את החומר הכי טוב וגם מקפיד ליקרוא חומר באנליזה דיפרנציאלית על יריעות תתייגו אותו
צייר את התמונה גיא טולסטויבסקי מחברה דג זהב מערכות בע""מ DAGsHub",2022-07-25 14:03:11,18,10,1,https://facebook.com/HezyLaplacian/posts/650230989793574,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,15,0,2,1,0,0,0,1
650230386460301,"העתקה לינאררררית חד חד חד עררררכית יענו מורררררפיזם

חיתן - ג׳ונתן סלאבה",2022-07-25 14:01:53,44,0,0,https://facebook.com/HezyLaplacian/posts/650230386460301,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,35,0,8,1,0,0,0,1
650190543130952,שדה המספרים הממשיים ℝ,2022-07-25 12:40:53,170,13,0,https://facebook.com/HezyLaplacian/posts/650190543130952,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,134,0,36,0,0,0,0,1
650150996468240,מ מו מוד מודל מודל מאומן 🙌🏻,2022-07-25 11:08:53,127,8,0,https://facebook.com/HezyLaplacian/posts/650150996468240,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,100,0,25,1,1,0,0,0
650127656470574,"ד""ר הדר גצל מהמחלקה לחישוביות עיצבית זרק את כול הלימודים לפח והלך לעבוד מתכנת פולסטאק בחברה גלובאלית דינאמית זרקו עליו לנובו והוא לא אמר נואש ופינק את המכונה במדבקות יפות של חזי עכשיו הוא טקליד ובעזרת השם יהיה גם ארכיטקט רוסי איך זה ניראה על המחשב בתגובות והיפר קישור לחנות",2022-07-25 10:12:51,24,1,1,https://facebook.com/HezyLaplacian/posts/650127656470574,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,22,2,0,0,0,0,0,1
648524093297597,"נמיות יקרות דבר תורה לפרשת מטות שתוכלו להגיד בארוחת שישי ולהפוך את אמא גאה
בפרשה לפני הכניסה לארץ מבקשים ראובן גד וחצי שבט המנשה לעבוד את הקב""ה ברימוט ולא להיכנס לארץ הם אומרים למשה נחמד לנו פה ופה אנחנו יכולים לעבוד את אבא בלי כל הפקקים והלחץ אם יש בעיות תשלח לנו במייל ובכך המציאו את המודל ההיברידי 2500 שנה לפני הקורונה אז פעם הבאה מישהו מתלהב אצלנו במיקרוסופט החליטו עבודה לא מהמשרד תזכירו לו שלא הגויים מאמריקה המציאו את זה אל בני ישראל
שבת שלום שלח לי רבנו תם אורי מכלוף פרידמן זכותו תגן עלינו",2022-07-23 21:23:01,66,3,0,https://facebook.com/HezyLaplacian/posts/648524093297597,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,55,0,11,0,0,0,0,0
647021750114498,"""נמיה אם עגיל פנינה"" מאת יוני ורמיר מועצה איזורית הולנד סירקא 1665 למיניינם",2022-07-22 15:50:44,425,16,5,https://facebook.com/HezyLaplacian/posts/647021750114498,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,317,7,99,2,0,0,0,1
646920600124613,מזל טוב לרגל קבלת הפרופסורה Stephan Banach ממתק,2022-07-22 13:38:05,100,5,0,https://facebook.com/HezyLaplacian/posts/646920600124613,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,84,0,15,0,1,0,0,1
645558703594136,דפוק זה,2022-07-21 12:28:25,257,12,2,https://facebook.com/HezyLaplacian/posts/645558703594136,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRxQnzjslruURzp5gzWEDHMUjmPMBx-zJFAexqWkEf5uQdoSJXTr8NjdxxpBedytTDmyDf1K12X6oqoR8Z7SLcL2iP05SLgfbSwmLvr6V5SysMnJ3T9gjqBgn7yJTNBr6w8-dbrV4nPUc_rf38Fw_GHqI0iMeAmow3HRTV6LK2SXUoeep4blHz4Vf7xWNCKLzD&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_19_AO,179,0,77,0,0,0,1,1
644107560405917,"אין מצב בעולם

סילו פארק פרס - Silo Restaurant",2022-07-20 14:35:41,262,35,0,https://facebook.com/HezyLaplacian/posts/644107560405917,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,209,0,52,1,0,0,0,1
643950180421655,שלח לי שילה בן חיים דרך קהילת הנמיות של חזי לפלסיאן,2022-07-20 09:34:46,641,51,6,https://facebook.com/HezyLaplacian/posts/643950180421655,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,500,5,132,1,0,0,3,1
643104303839576,שעת סיפור מאת אור אספיר,2022-07-19 21:53:36,275,16,1,https://facebook.com/HezyLaplacian/posts/643104303839576,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,173,1,100,0,0,0,1,1
642461170570556,"שף מיתחלף במישפטי סילו חולון

שלח לי רון האברמן",2022-07-19 08:04:37,76,7,1,https://facebook.com/HezyLaplacian/posts/642461170570556,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,61,1,13,1,0,0,0,1
641942720622401,מזל טוב לכל הנמיות הבכירות והג'וניוריות בעזרת השם יהפכו לבכירות יחד אם האינפלציה היום יום הולדת לחזי מומלץ לזיכוי הרבים לקרוא את העמוד מהתחלה,2022-07-18 22:45:57,65,8,0,https://facebook.com/HezyLaplacian/posts/641942720622401,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,51,9,5,0,0,0,0,0
641497714000235,הכת החולנית של איציק נוטון הגנב הנפיקו שרשר נאמנות אין גבול לבושה המיתבדרת ככתוב בתורה הקדושה לא תעשה לך פסל ומסיכה צלם בהיכל פני הדור כפני הקסור שלח לי Nadav Kahanowich מושב יציץ וניפגע יתומים היינו ואין האב,2022-07-18 15:39:28,260,27,1,https://facebook.com/HezyLaplacian/posts/641497714000235,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,203,1,51,3,0,1,1,1
640698544080152,מיתרגש ברמות של יחס הכלה,2022-07-17 19:49:11,65,0,0,https://facebook.com/HezyLaplacian/posts/640698544080152,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,54,3,8,0,0,0,0,1
640405847442755,אחד המופיעים היפים ראיתי אותו בלונדון ממליץ בחום,2022-07-17 14:07:52,332,19,3,https://facebook.com/HezyLaplacian/posts/640405847442755,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,269,1,61,0,0,0,1,1
640398050776868,וואלק בא אליי אחד לא חשוב שמות ליאור שרון היה איתי בשכבה השביעית בדארק ווב כיתה יב הבן אדם עושה לי בוא נשב בפורט 19 אומר לו לא פתוח בדקתי בnmap ולא תגיד T4- של האשכנזים רק T5- של הארמניקים הגמורים גם tcp גם udp אמר לי זה רועש אומר לו הדבר היחיד שרועש זה האחת שאני אנתב לך לפנים שחרר אותי מזה אף אחד לא יושב שם גם צריך פריבילגיות של הגבוה כבר כל אחד שם דופק 404 גרם המבורגר בשר כריש לארחת בוקר חושב הוא בפורט שמנים מחכה לסרביס ארוחתערבctl בוא נישאר פה בלוקאלהוסט של חזי נסניף קצת נעשה פינג לצוציות והמבין יבין,2022-07-17 13:49:55,261,43,0,https://facebook.com/HezyLaplacian/posts/640398050776868,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,197,1,62,1,0,0,0,1
640352784114728,"אין צנזור-ה ביוטיוב המחורבן הזה דיווחתי תוכן פוגעני

צילמה למטאליסט- אדווה לוי",2022-07-17 12:01:01,59,7,0,https://facebook.com/HezyLaplacian/posts/640352784114728,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRtDJjmvBGFUqNGDHHXLHqfVLlDtgOPBleCVZg2nHzBJhd9o__4xk9QAzPlxflCV7ljmbYgNf6Yo-Kw7cVoSjwU2tHcUg7uJGZMQMzlKiUOylmLsN1TATxuh4BEGg0HTFoUC0kJEeyaBoW-Th_RB8AWYF6zIJUpldn1E0rUyqQ8pItBUPrDLV4C_fwW5VecA8C&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_LM\,40,1,18,0,0,0,0,1
640251817458158,בן אחותי רוי עשה ריאיון בהיטק אשכנזיה שאלה אותו מה זה תבנית הצופה ההוא דפוק במוח עושה לה זה שהאשכנזים מהתנועת נוער באים אליך בנגוע עושים לך בוא תיקנה עוגיות שהכנו שבט טייזקס שליטה קן ירושה מסבתא דירה בתל אביב אימפריה הכסף הולך לפורימון בוא בוא רגע ילד מה אתה רשגד אפשר להציע לך סטירה ישרה ההיא לא היתרשמה אמרה לו אתה לא בכיוון ההוא מזרוב הפך עליה תשולחן אמר לה זה פרדוקס הג'וניור #כולא_לייק #כולא_אמו אין לי ניסיון אבל לא מקבלים אותי איך יהיה לי ניסיון ההיא עושה לו נשמה זה מישרת ארכיטקט 12 שנות ניסיון שם רוסי חובה שם עברי יתרון מי נתן לך להיכנס לביניין מה זה יש לך חולצה של טווס אבטחה וניקיון תגיד לי אתה נורמלי ההוא מקריא לה פוסטים בלינדין של בוגרי המחנות המגפיים תנועת הנוער החדשה על מובטלים ללא ניסיון שהיו לוחמים בגיבעתי בפלגת פולסטאק פורט 80 פתוח שבת בטוח אקיצר תפסתי אותו אמרתי לו בוא בוא רגע תקשיב לפעם הבאה שאתה הולך לעשות מעצמך ביזיון לבזות את כבוד המשיפחה תבנית צופה בלועזית אובזרבר פאטרן עוד חרטבונה מבית הגאנג אוף באנג של הארבע זה אומר שיש לך אובייקט ייחוס והוא יש לו רשימה של כול מי שתלוי בו תחשוב סבתא אשכנזיה אם נכסים במרכז שכל הצאצאים שלה עשו הרשמה סובסקרייט לאיוונט שבו היא מחזירה ציוד תדע לך תמיד סבא סבתא מחזירים ציוד ככה הקונסתרקטור של העולמות עיצב את העסק מה נעשה בקיצור ברגע שנורה איוונט כזה כל הצאצאים מתחילים ללכת מכות על הדירות והערימות כסף שהשאירה ויאללה חגיגה עורכי דין ליפעמים יש מצב של זליגת זיכרון מהסבתא ואז כול הצאצאים מיתחפפים זורקים אותה בבית אבות ולא זוכרים לעשות לה אנסבסקרייב אז מה אמרנו יש לך אובזרוובול זה הסבתא צאצאים זה האובזרוורים הנושא יעני סאבג'קט זה ירושה וערימות שיש לו כמה איוונטים- פטירה הוצאת צוואה מרשם הירושות הטמנה ושיכחה זהו לא מוסבך מישתמשים בקקה הזה מלא בענגולר ובסיפרייה מובאקס לניהול מדינות עולם שלישי שיהיה בהצלחה אחייננו,2022-07-17 10:06:48,367,63,1,https://facebook.com/HezyLaplacian/posts/640251817458158,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRci8JXzaI4YyE0clN3YYLGuNHOMDkPrXXmkTs7AC-ncIa6-W5pFlbZUdSnHJ-6vvASDyrLUzrX58MnV_Fm0y87MyYzezfLEbNXomsvhoeYDWnFuXqR0HVFWkb7Uls6itfWOyp7ERqjtcFYKYIT_YXmsU5aHFUZ__xrMbi6tHFSssRCHztY1pSjHKYYtgStVzY&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_7X\,256,3,108,0,0,0,0,0
640234864126520,"/** תוכן שיווקי **/

כתבנו לעינייני תיירות- לירן עזרן המקורי",2022-07-17 09:45:30,327,45,0,https://facebook.com/HezyLaplacian/posts/640234864126520,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRci8JXzaI4YyE0clN3YYLGuNHOMDkPrXXmkTs7AC-ncIa6-W5pFlbZUdSnHJ-6vvASDyrLUzrX58MnV_Fm0y87MyYzezfLEbNXomsvhoeYDWnFuXqR0HVFWkb7Uls6itfWOyp7ERqjtcFYKYIT_YXmsU5aHFUZ__xrMbi6tHFSssRCHztY1pSjHKYYtgStVzY&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_7X\,237,1,89,0,0,0,0,1
640190210797652,אצלנו בסדנת רכב תמיד מקבלים את הלקוח בחיוך וברוח טובה ככה משרתים את הלקוחות ברוך השם איך אומרים הבק אליך הפרונט איתך אבל בכול מישרד מזכירים אנו לנו את ירושלים ואת הכתוב בספר מלכים סגולה לפרנסה טובה זיווג הגון ומיסים שקופים שבוע טוב שיהיה בשורות טובות,2022-07-17 08:51:27,180,15,1,https://facebook.com/HezyLaplacian/posts/640190210797652,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRci8JXzaI4YyE0clN3YYLGuNHOMDkPrXXmkTs7AC-ncIa6-W5pFlbZUdSnHJ-6vvASDyrLUzrX58MnV_Fm0y87MyYzezfLEbNXomsvhoeYDWnFuXqR0HVFWkb7Uls6itfWOyp7ERqjtcFYKYIT_YXmsU5aHFUZ__xrMbi6tHFSssRCHztY1pSjHKYYtgStVzY&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_7X\,126,0,53,1,0,0,0,1
639731614176845,שבוע טוב לנמיות הקנדיות שעות קבלה באתר,2022-07-16 23:05:14,35,6,0,https://facebook.com/HezyLaplacian/posts/639731614176845,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRci8JXzaI4YyE0clN3YYLGuNHOMDkPrXXmkTs7AC-ncIa6-W5pFlbZUdSnHJ-6vvASDyrLUzrX58MnV_Fm0y87MyYzezfLEbNXomsvhoeYDWnFuXqR0HVFWkb7Uls6itfWOyp7ERqjtcFYKYIT_YXmsU5aHFUZ__xrMbi6tHFSssRCHztY1pSjHKYYtgStVzY&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_7X\,29,0,5,1,0,0,0,1
639696617513678,"תמני ורוסיה ניכנסים למכונית

מבני נתונים ואלגוריתמימז",2022-07-16 22:11:32,486,60,4,https://facebook.com/HezyLaplacian/posts/639696617513678,https://m.facebook.com/profile/timeline/stream/?cursor=AQHRci8JXzaI4YyE0clN3YYLGuNHOMDkPrXXmkTs7AC-ncIa6-W5pFlbZUdSnHJ-6vvASDyrLUzrX58MnV_Fm0y87MyYzezfLEbNXomsvhoeYDWnFuXqR0HVFWkb7Uls6itfWOyp7ERqjtcFYKYIT_YXmsU5aHFUZ__xrMbi6tHFSssRCHztY1pSjHKYYtgStVzY&start_time=-9223372036854775808&profile_id=100044200367922&replace_id=u_0_0_7X\,370,2,110,1,3,0,0,1
